DayofMonth,FltNum,PlaneID,Destination,TaxiOut,SchedTime,ActTime,Distance
27,834,663D,SMF,36,318,312,2060
27,1583,602DL,SMF,17,310,293,2060
28,834,655DL,SMF,41,318,322,2060
28,1583,679DA,SMF,22,310,301,2060
29,834,646DL,SMF,35,318,321,2060
29,1583,692DL,SMF,13,310,301,2060
30,834,616DL,SMF,34,318,316,2060
30,1583,668D,SMF,11,310,294,2060
31,834,638DL,SMF,34,318,313,2060
31,1583,603DL,SMF,56,310,350,2060
1,273,613DL,SNA,14,297,293,1915
1,1281,608DA,SNA,15,288,271,1915
1,1445,682DA,SNA,25,291,299,1915
1,1477,669D,SNA,22,295,297,1915
1,1777,663D,SNA,49,299,322,1915
2,273,661D,SNA,18,297,301,1915
2,1281,625DL,SNA,23,288,297,1915
2,1445,619DL,SNA,22,291,291,1915
2,1477,646DL,SNA,28,295,306,1915
2,1777,609DL,SNA,26,299,292,1915
3,1281,677DL,SNA,14,288,288,1915
3,1445,659DL,SNA,33,291,298,1915
3,1477,660DL,SNA,39,295,324,1915
3,1777,675DL,SNA,20,299,295,1915
4,273,619DL,SNA,16,297,282,1915
4,1281,654DL,SNA,16,288,279,1915
4,1445,686DA,SNA,21,291,292,1915
4,1477,656DL,SNA,23,295,294,1915
4,1777,617DL,SNA,26,299,294,1915
5,273,676DL,SNA,19,297,288,1915
5,1281,605DL,SNA,25,288,291,1915
5,1445,678DL,SNA,18,291,272,1915
5,1477,692DL,SNA,26,295,301,1915
5,1777,687DL,SNA,23,299,283,1915
6,273,603DL,SNA,20,297,280,1915
6,1281,654DL,SNA,24,288,268,1915
6,1445,624DL,SNA,23,291,292,1915
6,1477,660DL,SNA,23,295,277,1915
6,1777,632DL,SNA,11,299,273,1915
7,273,626DL,SNA,21,297,274,1915
7,1281,622DL,SNA,19,288,276,1915
7,1445,677DL,SNA,21,291,273,1915
7,1477,608DA,SNA,43,295,299,1915
7,1777,613DL,SNA,23,299,283,1915
8,273,682DA,SNA,25,297,279,1915
8,1281,641DL,SNA,13,288,260,1915
8,1445,616DL,SNA,36,291,294,1915
8,1477,630DL,SNA,37,295,280,1915
8,1777,615DL,SNA,33,299,284,1915
9,273,751AT,SNA,24,297,279,1915
9,1281,613DL,SNA,18,288,265,1915
9,1445,606DL,SNA,16,291,272,1915
9,1477,683DA,SNA,27,295,267,1915
9,1777,676DL,SNA,13,299,269,1915
10,1281,603DL,SNA,20,288,280,1915
10,1445,680DA,SNA,13,291,262,1915
10,1477,683DA,SNA,24,295,271,1915
10,1777,677DL,SNA,33,299,279,1915
11,273,662D,SNA,31,297,280,1915
11,1281,627DL,SNA,22,288,274,1915
11,1445,671D,SNA,24,291,281,1915
11,1477,675DL,SNA,32,295,273,1915
11,1777,666D,SNA,24,299,280,1915
12,273,616DL,SNA,31,297,290,1915
12,1281,619DL,SNA,14,288,277,1915
12,1445,661D,SNA,23,291,273,1915
12,1477,634DL,SNA,34,295,293,1915
12,1777,675DL,SNA,27,299,285,1915
13,273,610DL,SNA,31,297,330,1915
13,1281,646DL,SNA,18,288,275,1915
13,1445,674DL,SNA,23,291,283,1915
13,1477,682DA,SNA,34,295,289,1915
13,1777,660DL,SNA,16,299,274,1915
14,273,678DL,SNA,38,297,285,1915
14,1281,672DL,SNA,24,288,266,1915
14,1445,630DL,SNA,18,291,275,1915
14,1477,626DL,SNA,26,295,277,1915
14,1777,686DA,SNA,25,299,284,1915
15,273,627DL,SNA,27,297,291,1915
15,1281,619DL,SNA,23,288,287,1915
15,1445,606DL,SNA,25,291,305,1915
15,1477,652DL,SNA,32,295,292,1915
15,1777,900PC,SNA,39,299,308,1915
16,273,642DL,SNA,23,297,297,1915
16,1281,617DL,SNA,21,288,292,1915
16,1445,688DL,SNA,18,291,278,1915
16,1477,627DL,SNA,23,295,289,1915
16,1777,683DA,SNA,24,299,285,1915
17,1281,613DL,SNA,29,288,309,1915
17,1445,664D,SNA,18,291,300,1915
17,1477,625DL,SNA,23,295,300,1915
18,273,665D,SNA,35,297,326,1915
18,1281,611DL,SNA,20,288,294,1915
18,1445,673DL,SNA,33,291,291,1915
18,1477,630DL,SNA,52,295,314,1915
18,1777,668D,SNA,18,299,295,1915
19,273,683DA,SNA,73,297,369,1915
19,1281,642DL,SNA,31,288,319,1915
19,1445,669D,SNA,19,291,282,1915
19,1477,669D,SNA,30,295,319,1915
19,1777,641DL,SNA,30,299,299,1915
20,273,655DL,SNA,34,297,317,1915
20,1281,609DL,SNA,37,288,303,1915
20,1445,657DL,SNA,21,291,291,1915
20,1477,681DA,SNA,30,295,302,1915
20,1777,622DL,SNA,24,299,299,1915
21,273,680DA,SNA,22,297,289,1915
21,1281,668D,SNA,23,288,288,1915
21,1445,670D,SNA,20,291,290,1915
21,1477,683DA,SNA,32,295,302,1915
21,1777,612DL,SNA,20,299,296,1915
22,273,666D,SNA,29,297,298,1915
22,1281,646DL,SNA,22,288,291,1915
22,1445,689DL,SNA,22,291,302,1915
22,1477,659DL,SNA,32,295,306,1915
22,1777,617DL,SNA,35,299,306,1915
23,273,665D,SNA,13,297,293,1915
23,1281,681DA,SNA,17,288,282,1915
23,1445,608DA,SNA,18,291,283,1915
23,1477,625DL,SNA,24,295,290,1915
23,1777,664D,SNA,27,299,307,1915
24,1281,617DL,SNA,16,288,286,1915
24,1445,692DL,SNA,42,291,309,1915
24,1477,665D,SNA,27,295,292,1915
24,1777,751AT,SNA,35,299,302,1915
25,273,682DA,SNA,26,297,302,1915
25,1281,659DL,SNA,28,288,303,1915
25,1445,608DA,SNA,22,291,285,1915
25,1477,641DL,SNA,34,295,295,1915
25,1777,657DL,SNA,28,299,298,1915
26,273,688DL,SNA,19,297,285,1915
26,1281,687DL,SNA,24,288,297,1915
26,1445,668D,SNA,24,291,292,1915
26,1477,605DL,SNA,27,295,293,1915
26,1777,615DL,SNA,26,299,285,1915
27,273,617DL,SNA,38,297,312,1915
27,1281,636DL,SNA,15,288,283,1915
27,1445,603DL,SNA,25,291,289,1915
27,1477,687DL,SNA,33,295,306,1915
27,1777,627DL,SNA,27,299,307,1915
28,273,656DL,SNA,35,297,299,1915
28,1281,602DL,SNA,37,288,302,1915
28,1445,676DL,SNA,23,291,284,1915
28,1477,676DL,SNA,42,295,308,1915
28,1777,663D,SNA,24,299,292,1915
29,273,611DL,SNA,45,297,316,1915
29,1281,679DA,SNA,26,288,302,1915
29,1445,656DL,SNA,19,291,287,1915
29,1477,656DL,SNA,46,295,320,1915
29,1777,615DL,SNA,26,299,297,1915
30,273,653DL,SNA,29,297,300,1915
30,1281,687DL,SNA,21,288,283,1915
30,1445,637DL,SNA,18,291,294,1915
30,1477,673DL,SNA,29,295,294,1915
30,1777,752AT,SNA,24,299,290,1915
31,1281,604DL,SNA,17,288,288,1915
31,1445,619DL,SNA,62,291,324,1915
31,1477,633DL,SNA,25,295,291,1915
31,1777,602DL,SNA,32,299,298,1915
1,670,37700,SRQ,20,88,84,446
1,731,399DA,SRQ,20,87,83,446
1,1056,377DA,SRQ,14,92,79,446
1,1095,397DA,SRQ,26,89,91,446
1,1644,3731T,SRQ,18,85,82,446
1,1781,3733Z,SRQ,20,86,87,446
2,670,3745B,SRQ,13,88,75,446
2,731,396DA,SRQ,16,87,79,446
2,1056,3744D,SRQ,13,92,78,446
2,1095,3739,SRQ,13,89,80,446
2,1644,3733Z,SRQ,15,85,80,446
2,1781,397DA,SRQ,17,86,83,446
3,670,3758Y,SRQ,14,90,80,446
3,731,3733Z,SRQ,16,87,80,446
3,1056,383D,SRQ,29,92,92,446
3,1095,3732J,SRQ,22,89,88,446
3,1644,395D,SRQ,15,85,79,446
3,1781,399DA,SRQ,16,86,81,446
4,670,3768,SRQ,16,88,80,446
4,731,3731T,SRQ,26,87,90,446
4,1056,3751B,SRQ,13,92,76,446
4,1095,3735D,SRQ,20,89,83,446
4,1644,3737C,SRQ,14,85,88,446
4,1781,3736C,SRQ,31,86,98,446
5,670,389DA,SRQ,13,88,81,446
5,731,3733Z,SRQ,22,87,87,446
5,1056,375DA,SRQ,12,92,78,446
5,1095,395D,SRQ,22,89,88,446
5,1644,3739,SRQ,11,85,81,446
5,1781,3735D,SRQ,25,86,99,446
6,670,3756,SRQ,17,88,83,446
6,731,3737C,SRQ,15,87,83,446
6,1056,3745B,SRQ,24,92,91,446
6,1095,396DA,SRQ,17,89,79,446
6,1644,3738B,SRQ,16,85,79,446
6,1781,3745B,SRQ,15,86,80,446
7,670,3742C,SRQ,13,88,77,446
7,731,395D,SRQ,16,87,79,446
7,1056,3749D,SRQ,25,92,89,446
7,1095,3735D,SRQ,16,89,79,446
7,1644,398DA,SRQ,25,85,89,446
7,1781,3734B,SRQ,20,86,85,446
8,670,386DA,SRQ,17,88,85,446
8,731,3739,SRQ,26,87,89,446
8,1056,382DA,SRQ,19,92,83,446
8,1095,3733Z,SRQ,18,89,83,446
8,1644,396DA,SRQ,19,85,86,446
8,1781,3735D,SRQ,31,86,96,446
9,670,3771K,SRQ,16,88,82,446
9,731,3734B,SRQ,17,87,84,446
9,1056,3765,SRQ,26,92,94,446
9,1095,3730B,SRQ,23,89,89,446
9,1644,3731T,SRQ,15,85,83,446
9,1781,3737C,SRQ,15,86,83,446
10,670,379DA,SRQ,23,88,92,446
10,731,395D,SRQ,19,87,88,446
10,1056,372DA,SRQ,10,92,81,446
10,1095,397DA,SRQ,9,89,75,446
10,1644,3735D,SRQ,13,85,80,446
10,1781,3730B,SRQ,34,86,100,446
11,670,3744D,SRQ,12,88,77,446
11,731,399DA,SRQ,14,87,80,446
11,1056,3749D,SRQ,11,92,78,446
11,1095,3739,SRQ,18,89,84,446
11,1644,396DA,SRQ,18,85,84,446
11,1781,397DA,SRQ,18,86,84,446
12,670,3767,SRQ,18,88,81,446
12,731,3733Z,SRQ,28,87,94,446
12,1056,371DA,SRQ,16,92,78,446
12,1095,3731T,SRQ,28,89,94,446
12,1644,3736C,SRQ,16,85,83,446
12,1781,399DA,SRQ,17,86,83,446
13,670,3766,SRQ,17,88,84,446
13,731,396DA,SRQ,21,87,89,446
13,1056,373DA,SRQ,21,92,89,446
13,1095,395D,SRQ,26,89,97,446
13,1644,3734B,SRQ,14,85,82,446
13,1781,3731T,SRQ,21,86,88,446
14,670,3761R,SRQ,31,88,106,446
14,731,3733Z,SRQ,19,87,89,446
14,1056,372DA,SRQ,11,92,81,446
14,1095,3735D,SRQ,18,89,86,446
14,1644,399DA,SRQ,14,85,83,446
14,1781,395D,SRQ,22,86,92,446
15,670,3735D,SRQ,12,88,73,446
15,731,3743H,SRQ,10,87,73,446
15,1056,655DL,SRQ,10,92,84,446
15,1095,3730B,SRQ,25,89,89,446
15,1644,3736C,SRQ,13,85,77,446
15,1781,3735D,SRQ,17,86,82,446
16,670,3753,SRQ,27,88,92,446
16,731,395D,SRQ,23,87,88,446
16,1056,3757D,SRQ,22,92,87,446
16,1095,396DA,SRQ,16,89,78,446
16,1644,3738B,SRQ,14,85,80,446
16,1781,3730B,SRQ,20,86,86,446
17,670,385D,SRQ,17,88,78,446
17,731,3733Z,SRQ,28,87,91,446
17,1056,3757D,SRQ,12,92,75,446
17,1095,3731T,SRQ,14,89,79,446
17,1644,3739,SRQ,24,85,90,446
17,1781,396DA,SRQ,18,86,81,446
18,670,37700,SRQ,15,88,77,446
18,731,3765,SRQ,29,87,94,446
18,1056,374DA,SRQ,24,92,90,446
18,1095,3732J,SRQ,25,89,88,446
18,1644,3738B,SRQ,19,85,83,446
18,1781,3731T,SRQ,31,86,95,446
19,670,384DA,SRQ,28,88,92,446
19,731,3738B,SRQ,14,87,78,446
19,1056,376DA,SRQ,27,92,91,446
19,1095,3736C,SRQ,25,89,87,446
19,1644,398DA,SRQ,14,85,81,446
19,1781,3737C,SRQ,17,86,82,446
20,670,387DA,SRQ,12,88,73,446
20,731,396DA,SRQ,20,87,84,446
20,1056,378DA,SRQ,32,92,100,446
20,1095,3733Z,SRQ,23,89,91,446
20,1644,3738B,SRQ,20,85,86,446
20,1781,3736C,SRQ,12,86,79,446
21,670,381DA,SRQ,13,88,74,446
21,731,3732J,SRQ,16,87,80,446
21,1056,3763D,SRQ,24,92,94,446
21,1095,399DA,SRQ,28,89,91,446
21,1644,3730B,SRQ,23,85,88,446
21,1781,3733Z,SRQ,15,86,81,446
22,670,394DA,SRQ,19,88,85,446
22,731,3738B,SRQ,9,87,75,446
22,1056,3748Y,SRQ,14,92,81,446
22,1095,3737C,SRQ,20,89,85,446
22,1644,3736C,SRQ,19,85,85,446
22,1781,3739,SRQ,23,86,87,446
23,670,382DA,SRQ,16,88,80,446
23,731,3733Z,SRQ,13,87,76,446
23,1056,373DA,SRQ,8,92,72,446
23,1095,396DA,SRQ,17,89,82,446
23,1644,397DA,SRQ,14,85,80,446
23,1781,3730B,SRQ,18,86,84,446
24,670,375DA,SRQ,30,88,95,446
24,731,3734B,SRQ,24,87,84,446
24,1056,380DA,SRQ,20,92,85,446
24,1095,3739,SRQ,15,89,81,446
24,1644,3737C,SRQ,19,85,86,446
24,1781,3734B,SRQ,18,86,83,446
25,670,37700,SRQ,13,88,75,446
25,731,398DA,SRQ,14,87,80,446
25,1056,3764D,SRQ,15,92,76,446
25,1095,3730B,SRQ,23,89,82,446
25,1644,3732J,SRQ,11,85,75,446
25,1781,398DA,SRQ,18,86,82,446
26,670,373DA,SRQ,22,88,84,446
26,731,3737C,SRQ,42,87,79,446
26,1056,378DA,SRQ,10,92,72,446
26,1095,397DA,SRQ,14,89,76,446
26,1644,3735D,SRQ,14,85,77,446
26,1781,3730B,SRQ,18,86,82,446
27,670,3747D,SRQ,13,88,76,446
27,731,3731T,SRQ,22,87,85,446
27,1056,3768,SRQ,11,92,75,446
27,1095,3734B,SRQ,18,89,80,446
27,1644,3736C,SRQ,10,85,71,446
27,1781,397DA,SRQ,17,86,78,446
28,670,3741S,SRQ,14,88,77,446
28,731,3738B,SRQ,14,87,78,446
28,1056,3761R,SRQ,34,92,97,446
28,1095,3733Z,SRQ,30,89,91,446
28,1644,396DA,SRQ,15,85,77,446
28,1781,398DA,SRQ,22,86,89,446
29,670,3752,SRQ,22,88,90,446
29,731,3757D,SRQ,14,87,83,446
29,1056,3751B,SRQ,54,92,114,446
29,1095,3737C,SRQ,61,89,123,446
29,1644,3735D,SRQ,13,85,74,446
29,1781,3733Z,SRQ,11,86,77,446
30,670,385D,SRQ,17,88,85,446
30,731,3737C,SRQ,22,87,85,446
30,1056,385D,SRQ,11,92,75,446
30,1095,397DA,SRQ,14,89,79,446
30,1644,395D,SRQ,16,85,82,446
30,1781,3737C,SRQ,19,86,87,446
31,670,3753,SRQ,20,88,89,446
31,731,397DA,SRQ,10,87,76,446
31,1056,3746H,SRQ,18,92,81,446
31,1095,3738B,SRQ,14,89,80,446
31,1644,393DA,SRQ,21,85,87,446
31,1781,3735D,SRQ,16,86,81,446
1,206,928DL,STL,24,102,103,477
1,773,312DL,STL,35,119,114,477
1,782,382DL,STL,23,106,102,477
1,921,239WA,STL,24,101,104,477
1,969,332DL,STL,13,100,92,477
1,1156,920DE,STL,33,112,113,477
2,206,917DL,STL,12,102,94,477
2,773,309DL,STL,26,119,108,477
2,921,304DL,STL,25,101,104,477
2,969,322DL,STL,25,100,103,477
2,1156,935DL,STL,37,112,115,477
3,206,937DL,STL,27,102,112,477
3,773,380DL,STL,27,119,107,477
3,782,238WA,STL,27,106,104,477
3,921,305DL,STL,24,101,112,477
3,969,308DL,STL,26,100,111,477
3,1156,970DL,STL,38,112,118,477
4,206,916DE,STL,19,102,101,477
4,773,379DL,STL,24,119,102,477
4,782,380DL,STL,28,106,109,477
4,921,334DL,STL,28,101,107,477
4,969,378DL,STL,18,100,102,477
4,1156,922DL,STL,41,112,121,477
5,206,964DL,STL,17,102,95,477
5,773,382DL,STL,25,119,111,477
5,782,243WA,STL,36,106,124,477
5,921,318DL,STL,19,101,107,477
5,969,319DL,STL,17,100,97,477
5,1156,971DL,STL,28,112,108,477
6,206,938DL,STL,17,102,99,477
6,773,308DL,STL,15,119,97,477
6,782,310DA,STL,14,106,91,477
6,921,381DL,STL,10,101,94,477
6,969,237WA,STL,15,100,97,477
6,1156,963DL,STL,24,112,105,477
7,206,901DL,STL,14,102,92,477
7,773,243WA,STL,28,119,112,477
7,782,330DL,STL,18,106,94,477
7,921,326DL,STL,9,101,92,477
7,969,379DL,STL,22,100,103,477
7,1156,951DL,STL,31,112,112,477
8,206,931DL,STL,25,102,105,477
8,773,319DL,STL,22,119,100,477
8,782,317DL,STL,26,106,106,477
8,921,323DL,STL,17,101,96,477
8,969,305DL,STL,23,100,108,477
8,1156,985DL,STL,51,112,128,477
9,206,906DL,STL,17,102,98,477
9,773,321DL,STL,18,119,95,477
9,921,303DL,STL,38,101,116,477
9,969,313DL,STL,17,100,95,477
9,1156,909DL,STL,39,112,122,477
10,206,917DL,STL,18,102,94,477
10,773,322DL,STL,34,119,109,477
10,782,245WA,STL,15,106,92,477
10,921,304DL,STL,10,101,88,477
10,969,381DL,STL,12,100,90,477
10,1156,990DL,STL,33,112,108,477
11,206,983DL,STL,11,102,90,477
11,773,320DL,STL,18,119,104,477
11,782,379DL,STL,13,106,91,477
11,921,312DL,STL,24,101,106,477
11,969,238WA,STL,25,100,105,477
11,1156,923DL,STL,40,112,119,477
12,206,910DE,STL,16,102,99,477
12,773,375DL,STL,28,119,111,477
12,782,245WA,STL,16,106,94,477
12,921,334DL,STL,20,101,98,477
12,969,316DL,STL,14,100,97,477
12,1156,997DL,STL,41,112,122,477
13,206,971DL,STL,17,102,96,477
13,773,324DL,STL,12,119,93,477
13,782,382DL,STL,25,106,108,477
13,921,244WA,STL,20,101,94,477
13,969,311DL,STL,18,100,98,477
13,1156,934DL,STL,36,112,116,477
14,206,943DL,STL,25,102,105,477
14,773,330DL,STL,19,119,99,477
14,782,314DA,STL,23,106,101,477
14,921,378DL,STL,22,101,104,477
14,969,244WA,STL,18,100,99,477
14,1156,928DL,STL,34,112,115,477
15,206,910DE,STL,17,102,100,477
15,773,320DL,STL,35,119,119,477
15,782,303DL,STL,38,106,124,477
15,921,382DL,STL,16,101,103,477
15,969,317DL,STL,25,100,112,477
15,1156,966DL,STL,30,112,113,477
16,206,967DL,STL,14,102,109,477
16,773,327DL,STL,20,119,109,477
16,921,375DL,STL,17,101,104,477
16,969,245WA,STL,12,100,100,477
16,1156,949DL,STL,31,112,121,477
17,206,920DE,STL,24,102,106,477
17,773,376DL,STL,34,119,122,477
17,782,984DL,STL,27,106,111,477
17,921,382DL,STL,24,101,113,477
17,969,239WA,STL,22,100,108,477
17,1156,901DL,STL,23,112,103,477
18,206,946DL,STL,13,102,127,477
18,773,243WA,STL,17,119,118,477
18,782,244WA,STL,25,106,135,477
18,921,331DL,STL,20,101,115,477
18,969,374DL,STL,22,100,139,477
18,1156,909DL,STL,38,112,132,477
19,206,940DL,STL,49,102,139,477
19,773,324DL,STL,22,119,101,477
19,782,314DA,STL,17,106,99,477
19,921,374DL,STL,17,101,96,477
19,969,379DL,STL,17,100,98,477
19,1156,981DL,STL,34,112,133,477
20,206,974DL,STL,28,102,110,477
20,773,242WA,STL,13,119,98,477
20,782,305DL,STL,23,106,108,477
20,921,325DL,STL,3,101,92,477
20,969,304DL,STL,22,100,103,477
20,1156,934DL,STL,30,112,113,477
21,206,930DL,STL,27,102,119,477
21,773,303DL,STL,9,119,93,477
21,782,238WA,STL,12,106,101,477
21,921,314DA,STL,23,101,107,477
21,969,313DL,STL,15,100,108,477
21,1156,919DL,STL,35,112,122,477
22,206,909DL,STL,18,102,104,477
22,773,311DL,STL,30,119,115,477
22,782,322DL,STL,35,106,119,477
22,921,334DL,STL,7,101,87,477
22,969,243WA,STL,18,100,111,477
22,1156,913DL,STL,28,112,115,477
23,206,920DL,STL,12,102,91,477
23,773,306DL,STL,16,119,99,477
23,921,236WA,STL,12,101,93,477
23,969,325DL,STL,17,100,96,477
23,1156,918DL,STL,32,112,116,477
24,206,910DE,STL,17,102,93,477
24,773,329DL,STL,24,119,108,477
24,782,302DL,STL,22,106,102,477
24,921,305DL,STL,30,101,117,477
24,969,301DL,STL,14,100,94,477
24,1156,919DE,STL,30,112,109,477
25,206,964DL,STL,14,102,94,477
25,773,331DL,STL,34,119,112,477
25,782,242WA,STL,36,106,117,477
25,921,316DL,STL,23,101,101,477
25,969,325DL,STL,21,100,102,477
25,1156,953DL,STL,41,112,120,477
26,206,915DE,STL,15,102,101,477
26,773,306DL,STL,31,119,118,477
26,782,375DL,STL,21,106,115,477
26,921,239WA,STL,29,101,112,477
26,969,379DL,STL,14,100,103,477
26,1156,938DL,STL,26,112,116,477
27,206,907DE,STL,26,102,105,477
27,773,238WA,STL,22,119,103,477
27,782,382DL,STL,23,106,111,477
27,921,314DA,STL,16,101,101,477
27,969,244WA,STL,15,100,95,477
27,1156,933DL,STL,26,112,103,477
28,206,992DL,STL,26,102,115,477
28,773,327DL,STL,25,119,114,477
28,782,382DL,STL,41,106,125,477
28,921,301DL,STL,25,101,117,477
28,969,244WA,STL,26,100,111,477
28,1156,964DL,STL,38,112,117,477
29,206,987DL,STL,35,102,121,477
29,773,310DA,STL,16,119,99,477
29,782,380DL,STL,17,106,102,477
29,921,313DL,STL,14,101,93,477
29,969,314DA,STL,26,100,100,477
29,1156,912DE,STL,45,112,128,477
30,206,993DL,STL,13,102,88,477
30,773,331DL,STL,23,119,101,477
30,921,243WA,STL,20,101,100,477
30,969,320DL,STL,18,100,99,477
30,1156,961DL,STL,42,112,119,477
31,206,951DL,STL,22,102,106,477
31,773,315DL,STL,24,119,112,477
31,782,314DA,STL,23,106,102,477
31,921,381DL,STL,22,101,110,477
31,969,301DL,STL,25,100,107,477
31,1156,919DE,STL,33,112,113,477
1,361,646DL,STT,22,219,219,1601
2,361,660DL,STT,17,219,236,1601
3,361,656DL,STT,20,219,211,1601
4,361,692DL,STT,15,219,209,1601
5,361,660DL,STT,15,219,207,1601
6,361,608DA,STT,18,219,203,1601
7,361,630DL,STT,20,219,208,1601
8,361,612DL,STT,20,219,210,1601
9,361,672DL,STT,19,219,211,1601
10,361,675DL,STT,15,219,202,1601
11,361,634DL,STT,14,219,208,1601
12,361,682DA,STT,15,219,203,1601
13,361,676DL,STT,21,219,204,1601
14,361,652DL,STT,17,219,206,1601
15,361,653DL,STT,20,219,212,1601
16,361,625DL,STT,12,219,203,1601
17,361,630DL,STT,12,219,197,1601
18,361,669D,STT,26,219,220,1601
19,361,681DA,STT,20,219,210,1601
20,361,656DL,STT,17,219,212,1601
21,361,659DL,STT,14,219,208,1601
22,361,625DL,STT,14,219,205,1601
23,361,622DL,STT,16,219,209,1601
24,361,603DL,STT,18,219,212,1601
25,361,605DL,STT,16,219,201,1601
26,361,616DL,STT,10,219,201,1601
27,361,676DL,STT,17,219,202,1601
28,361,619DL,STT,31,219,217,1601
29,361,673DL,STT,64,219,250,1601
30,361,661D,STT,14,219,207,1601
31,361,626DL,STT,12,219,211,1601
1,794,984DL,SYR,15,126,122,783
1,1070,943DL,SYR,22,128,128,783
2,794,971DL,SYR,18,126,121,783
2,1070,901DE,SYR,18,128,124,783
3,794,964DL,SYR,18,126,124,783
3,1070,961DL,SYR,32,128,141,783
4,794,915DL,SYR,18,126,127,783
4,1070,979DL,SYR,17,128,130,783
5,794,909DE,SYR,12,126,120,783
5,1070,906DL,SYR,16,128,127,783
6,794,920DE,SYR,14,126,124,783
6,1070,970DL,SYR,15,128,129,783
7,794,969DL,SYR,10,126,120,783
7,1070,923DL,SYR,17,128,132,783
8,794,952DL,SYR,21,126,126,783
8,1070,955DL,SYR,24,128,126,783
9,794,990DL,SYR,18,126,122,783
9,1070,984DL,SYR,13,128,120,783
10,794,962DL,SYR,12,126,124,783
10,1070,967DL,SYR,14,128,129,783
11,794,920DE,SYR,18,126,128,783
11,1070,937DL,SYR,18,128,132,783
12,794,965DL,SYR,21,126,133,783
12,1070,964DL,SYR,16,128,124,783
13,794,961DL,SYR,19,126,126,783
13,1070,920DL,SYR,22,128,128,783
14,794,901DE,SYR,29,126,129,783
14,1070,913DL,SYR,13,128,115,783
15,794,905DL,SYR,17,126,115,783
15,1070,996DL,SYR,8,128,116,783
16,794,988DL,SYR,12,126,115,783
16,1070,943DL,SYR,14,128,120,783
17,794,931DL,SYR,18,126,127,783
17,1070,943DL,SYR,23,128,135,783
18,794,932DL,SYR,33,126,140,783
18,1070,900DE,SYR,20,128,126,783
19,794,918DL,SYR,34,126,139,783
19,1070,946DL,SYR,15,128,123,783
20,794,937DL,SYR,25,126,132,783
20,1070,923DL,SYR,16,128,123,783
21,794,974DL,SYR,35,126,145,783
21,1070,902DE,SYR,21,128,137,783
22,794,901DE,SYR,23,126,143,783
22,1070,982DL,SYR,18,128,129,783
23,794,904DL,SYR,14,126,124,783
23,1070,917DL,SYR,19,128,129,783
24,794,950DL,SYR,19,126,133,783
24,1070,940DL,SYR,18,128,128,783
25,794,954DL,SYR,18,126,128,783
25,1070,901DL,SYR,18,128,135,783
26,794,909DE,SYR,13,126,126,783
26,1070,944DL,SYR,22,128,0,783
27,794,906DL,SYR,23,126,131,783
27,1070,928DL,SYR,22,128,132,783
28,794,900DE,SYR,35,126,147,783
28,1070,939DL,SYR,19,128,130,783
29,794,968DL,SYR,38,126,150,783
29,1070,947DL,SYR,13,128,123,783
30,794,963DL,SYR,18,126,123,783
30,1070,986DL,SYR,18,128,121,783
31,794,957DL,SYR,21,126,127,783
31,1070,950DL,SYR,42,128,147,783
1,454,961DL,TLH,23,67,67,224
1,729,656DL,TLH,17,59,63,224
1,770,3732J,TLH,20,62,59,224
1,796,395D,TLH,31,70,71,224
1,817,377DA,TLH,18,58,63,224
1,1155,3734B,TLH,18,61,59,224
2,454,995DL,TLH,20,67,58,224
2,729,388DA,TLH,17,59,58,224
2,770,398DA,TLH,15,62,54,224
2,817,3746H,TLH,19,58,60,224
2,1597,3738B,TLH,16,61,55,224
3,454,927DA,TLH,15,67,52,224
3,729,388DA,TLH,18,59,56,224
3,770,396DA,TLH,23,62,64,224
3,796,3739,TLH,17,70,58,224
3,817,3745B,TLH,14,58,53,224
3,1155,3738B,TLH,17,61,58,224
4,454,931DL,TLH,17,67,56,224
4,729,384DA,TLH,17,59,58,224
4,770,396DA,TLH,24,62,65,224
4,796,3732J,TLH,23,70,67,224
4,817,3751B,TLH,16,58,57,224
4,1155,399DA,TLH,12,61,51,224
5,454,978DL,TLH,18,67,58,224
5,729,373DA,TLH,20,59,60,224
5,770,3737C,TLH,16,62,56,224
5,796,3732J,TLH,29,70,70,224
5,817,3768,TLH,24,58,66,224
5,1155,397DA,TLH,21,61,62,224
6,454,996DL,TLH,19,67,60,224
6,729,379DA,TLH,15,59,55,224
6,770,3733Z,TLH,25,62,66,224
6,796,3734B,TLH,32,70,72,224
6,817,3757D,TLH,17,58,57,224
6,1155,3736C,TLH,15,61,58,224
7,454,976DL,TLH,20,67,59,224
7,729,3741S,TLH,23,59,62,224
7,770,3737C,TLH,12,62,54,224
7,796,3731T,TLH,17,70,57,224
7,817,3749D,TLH,15,58,55,224
7,1155,3732J,TLH,14,61,58,224
8,454,910DL,TLH,18,67,59,224
8,729,3745B,TLH,20,59,61,224
8,770,395D,TLH,21,62,69,224
8,796,3738B,TLH,31,70,73,224
8,817,3742C,TLH,14,58,55,224
8,1155,399DA,TLH,14,61,57,224
9,454,915DL,TLH,14,67,53,224
9,729,377DA,TLH,15,59,57,224
9,770,3739,TLH,15,62,59,224
9,817,3765,TLH,10,58,50,224
9,1597,398DA,TLH,28,61,74,224
10,454,902DL,TLH,12,67,56,224
10,729,3742C,TLH,20,59,61,224
10,770,3731T,TLH,22,62,67,224
10,796,3733Z,TLH,22,70,63,224
